diputado_id,diputado_apellido,diputado_nombre,diputado_genero,diputado_distrito,mandato_inicio,mandato_fin,diputado_juramento,diputado_cese,diputado_bloque,bloque_inicio,bloque_fin
HCDN1078,LINARES,MARIA VIRGINIA,F,BUENOS AIRES,2011-12-10T00:00:00,2015-12-09T00:00:00,2011-12-06T00:00:00,2015-12-09T00:00:00,GEN,2011-12-10T00:00:00,2015-12-09T00:00:00
HCDN1445,LIPOVETZKY,DANIEL ANDRES,M,BUENOS AIRES,2015-12-10T00:00:00,2019-12-09T00:00:00,2015-12-04T00:00:00,2019-12-09T00:00:00,UNION PRO,2015-12-10T00:00:00,2017-12-09T00:00:00
HCDN1445,LIPOVETZKY,DANIEL ANDRES,M,BUENOS AIRES,2015-12-10T00:00:00,2019-12-09T00:00:00,2015-12-04T00:00:00,2019-12-09T00:00:00,PRO,2017-12-10T00:00:00,2019-12-09T00:00:00
HCDN1579,LITZA,MONICA EDITH,F,BUENOS AIRES,2013-12-10T00:00:00,2017-12-09T00:00:00,2016-03-01T00:00:00,2017-12-09T00:00:00,FEDERAL UNIDOS POR UNA NUEVA ARGENTINA,2016-03-01T00:00:00,2017-12-09T00:00:00
HCDN1183,LLANOS,ERMINDO EDGARDO MARCELO,M,JUJUY,2009-12-10T00:00:00,2013-12-09T00:00:00,2009-12-03T00:00:00,2013-12-09T00:00:00,FRENTE PARA LA VICTORIA - PJ,2009-12-14T00:00:00,2013-12-09T00:00:00
HCDN1476,LLANOS MASSA,ANA MARIA,F,CHUBUT,2015-12-10T00:00:00,2019-12-09T00:00:00,2015-12-04T00:00:00,2019-12-09T00:00:00,FRENTE PARA LA VICTORIA - PJ,2015-12-10T00:00:00,2019-12-09T00:00:00
HCDN2390,LLARYORA,MARTIN MIGUEL,M,CORDOBA,2017-12-10T00:00:00,2021-12-09T00:00:00,2017-12-06T00:00:00,2019-12-09T00:00:00,CORDOBA FEDERAL,2017-12-10T00:00:00,2019-12-09T00:00:00
HCDN1038,LLERA,TIMOTEO,M,MISIONES,2007-12-10T00:00:00,2011-12-09T00:00:00,2007-12-05T00:00:00,2011-12-09T00:00:00,FRENTE PARA LA VICTORIA - PJ,2007-12-10T00:00:00,2011-12-09T00:00:00
HCDN1563,LOPARDO,MARIA PAULA,F,CIUDAD DE BUENOS AIRES,2013-12-10T00:00:00,2017-12-09T00:00:00,2016-03-01T00:00:00,2017-12-09T00:00:00,UNION PRO,2016-03-01T00:00:00,2017-12-09T00:00:00
HCDN2851,LOPEZ,JIMENA,F,BUENOS AIRES,2019-12-10T00:00:00,2023-12-09T00:00:00,2019-12-19T00:00:00,2023-12-09T00:00:00,FRENTE DE TODOS,2019-12-19T14:50:15,2023-12-09T00:00:00
HCDN1393,LOPEZ,PABLO SEBASTIAN,M,SALTA,2013-12-10T00:00:00,2017-12-09T00:00:00,2013-12-04T00:00:00,2017-12-09T00:00:00,FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES,2013-12-10T00:00:00,2017-12-09T00:00:00
HCDN1002,LOPEZ,RAFAEL ANGEL,M,FORMOSA,2007-12-10T00:00:00,2011-12-09T00:00:00,2007-12-05T00:00:00,2011-12-09T00:00:00,FRENTE PARA LA VICTORIA - PJ,2007-12-10T00:00:00,2011-12-09T00:00:00
HCDN2401,López,Juan Manuel,M,CIUDAD DE BUENOS AIRES,2017-12-10T00:00:00,2021-12-09T00:00:00,2017-12-06T00:00:00,2021-12-09T00:00:00,COALICION CIVICA,2017-12-10T00:00:00,2021-12-09T00:00:00
HCDN0014,LOPEZ ARIAS,MARCELO EDUARDO,M,SALTA,2007-12-10T00:00:00,2011-12-09T00:00:00,2007-12-05T00:00:00,2011-12-09T00:00:00,FRENTE PARA LA VICTORIA - PJ,2007-12-10T00:00:00,2009-09-07T00:00:00
HCDN0014,LOPEZ ARIAS,MARCELO EDUARDO,M,SALTA,2007-12-10T00:00:00,2011-12-09T00:00:00,2007-12-05T00:00:00,2011-12-09T00:00:00,PERONISTA SALTEÑO,2009-09-08T00:00:00,2009-12-09T00:00:00
HCDN0014,LOPEZ ARIAS,MARCELO EDUARDO,M,SALTA,2007-12-10T00:00:00,2011-12-09T00:00:00,2007-12-05T00:00:00,2011-12-09T00:00:00,PERONISTA,2009-12-10T00:00:00,2011-12-09T00:00:00
HCDN1482,LOPEZ KOENIG,LEANDRO GASTON,M,NEUQUEN,2015-12-10T00:00:00,2019-12-09T00:00:00,2015-12-04T00:00:00,2019-12-09T00:00:00,UNION PRO,2015-12-10T00:00:00,2017-12-09T00:00:00
HCDN1482,LOPEZ KOENIG,LEANDRO GASTON,M,NEUQUEN,2015-12-10T00:00:00,2019-12-09T00:00:00,2015-12-04T00:00:00,2019-12-09T00:00:00,PRO,2017-12-10T00:00:00,2019-12-09T00:00:00
HCDN2791,López Rodríguez,Dante Edgardo,M,CATAMARCA,2017-12-10T00:00:00,2021-12-09T00:00:00,2019-12-19T00:00:00,2021-12-09T00:00:00,FRENTE DE TODOS,2019-12-19T14:45:14,2021-12-09T00:00:00
HCDN1110,LORGES,JUAN CARLOS,M,BUENOS AIRES,2007-12-10T00:00:00,2011-12-09T00:00:00,2009-05-20T00:00:00,2011-12-09T00:00:00,FRENTE PARA LA VICTORIA - PJ,2009-05-20T00:00:00,2011-12-09T00:00:00
HCDN1439,LOSPENNATO,SILVIA GABRIELA,F,BUENOS AIRES,2015-12-10T00:00:00,2019-12-09T00:00:00,2015-12-04T00:00:00,2019-12-09T00:00:00,UNION PRO,2015-12-10T00:00:00,2017-12-09T00:00:00
HCDN1439,LOSPENNATO,SILVIA GABRIELA,F,BUENOS AIRES,2015-12-10T00:00:00,2019-12-09T00:00:00,2015-12-04T00:00:00,2019-12-09T00:00:00,PRO,2017-12-10T00:00:00,2019-12-09T00:00:00
HCDN1439,LOSPENNATO,SILVIA GABRIELA,F,BUENOS AIRES,2019-12-10T00:00:00,2023-12-09T00:00:00,2019-12-04T00:00:00,2023-12-09T00:00:00,PRO,2019-12-10T00:00:00,2023-12-09T00:00:00
HCDN1276,LOTTO,INES BEATRIZ,F,FORMOSA,2011-12-10T00:00:00,2015-12-09T00:00:00,2011-12-06T00:00:00,2015-12-09T00:00:00,FRENTE PARA LA VICTORIA - PJ,2011-12-10T00:00:00,2015-12-09T00:00:00
HCDN1276,LOTTO,INES BEATRIZ,F,FORMOSA,2015-12-10T00:00:00,2019-12-09T00:00:00,2015-12-04T00:00:00,2019-12-09T00:00:00,FRENTE PARA LA VICTORIA - PJ,2015-12-10T00:00:00,2019-12-09T00:00:00
HCDN1043,LOUSTEAU,MARTIN,M,CIUDAD DE BUENOS AIRES,2013-12-10T00:00:00,2017-12-09T00:00:00,2013-12-04T00:00:00,2016-02-29T00:00:00,SUMA + UNEN,2013-12-10T00:00:00,2016-02-29T00:00:00
HCDN1043,LOUSTEAU,MARTIN,M,CIUDAD DE BUENOS AIRES,2017-12-10T00:00:00,2021-12-09T00:00:00,2017-12-06T00:00:00,2019-12-09T00:00:00,EVOLUCION RADICAL,2017-12-10T00:00:00,2019-12-09T00:00:00
HCDN0799,LOZANO,CLAUDIO RAUL,M,CIUDAD DE BUENOS AIRES,2007-12-10T00:00:00,2011-12-09T00:00:00,2007-12-05T00:00:00,2011-12-09T00:00:00,BUENOS AIRES PARA TODOS EN PROYECTO SUR,2007-12-10T00:00:00,2009-12-09T00:00:00
HCDN0799,LOZANO,CLAUDIO RAUL,M,CIUDAD DE BUENOS AIRES,2007-12-10T00:00:00,2011-12-09T00:00:00,2007-12-05T00:00:00,2011-12-09T00:00:00,MOVIMIENTO PROYECTO SUR,2009-12-10T00:00:00,2011-09-06T00:00:00
HCDN0799,LOZANO,CLAUDIO RAUL,M,CIUDAD DE BUENOS AIRES,2007-12-10T00:00:00,2011-12-09T00:00:00,2007-12-05T00:00:00,2011-12-09T00:00:00,UNIDAD POPULAR,2011-09-07T00:00:00,2011-12-09T00:00:00
HCDN0799,LOZANO,CLAUDIO RAUL,M,CIUDAD DE BUENOS AIRES,2011-12-10T00:00:00,2015-12-09T00:00:00,2011-12-06T00:00:00,2015-12-09T00:00:00,UNIDAD POPULAR,2011-12-10T00:00:00,2015-12-09T00:00:00
HCDN1003,LUNA DE MARCOS,ANA ZULEMA,F,SANTIAGO DEL ESTERO,2007-12-10T00:00:00,2011-12-09T00:00:00,2007-12-05T00:00:00,2011-12-09T00:00:00,FRENTE CIVICO POR SANTIAGO,2007-12-10T00:00:00,2011-12-09T00:00:00
HCDN0513,LUSQUIÑOS,LUIS BERNARDO,M,SAN LUIS,2013-12-10T00:00:00,2017-12-09T00:00:00,2016-03-01T00:00:00,2017-06-17T00:00:00,COMPROMISO FEDERAL,2016-03-01T00:00:00,2017-06-17T00:00:00
HCDN1379,MAC ALLISTER,CARLOS JAVIER,M,LA PAMPA,2013-12-10T00:00:00,2017-12-09T00:00:00,2013-12-04T00:00:00,2015-12-28T00:00:00,UNION PRO,2013-12-10T00:00:00,2015-12-28T00:00:00
HCDN0440,MACALUSE,EDUARDO GABRIEL,M,BUENOS AIRES,2007-12-10T00:00:00,2011-12-09T00:00:00,2007-12-19T00:00:00,2011-12-09T00:00:00,ARI AUTONOMO 8 +,2007-12-10T00:00:00,2008-05-22T00:00:00
HCDN0440,MACALUSE,EDUARDO GABRIEL,M,BUENOS AIRES,2007-12-10T00:00:00,2011-12-09T00:00:00,2007-12-19T00:00:00,2011-12-09T00:00:00,SOLIDARIDAD E IGUALDAD (SI) - ARI (T.D.F.),2008-05-23T00:00:00,2009-05-18T00:00:00
HCDN0440,MACALUSE,EDUARDO GABRIEL,M,BUENOS AIRES,2007-12-10T00:00:00,2011-12-09T00:00:00,2007-12-19T00:00:00,2011-12-09T00:00:00,SOLIDARIDAD E IGUALDAD (SI) - PROYECTO PROGRESISTA,2009-05-19T00:00:00,2009-08-31T00:00:00
HCDN0440,MACALUSE,EDUARDO GABRIEL,M,BUENOS AIRES,2007-12-10T00:00:00,2011-12-09T00:00:00,2007-12-19T00:00:00,2011-12-09T00:00:00,SOLIDARIDAD E IGUALDAD (SI),2009-09-01T00:00:00,2009-12-09T00:00:00
HCDN0440,MACALUSE,EDUARDO GABRIEL,M,BUENOS AIRES,2007-12-10T00:00:00,2011-12-09T00:00:00,2007-12-19T00:00:00,2011-12-09T00:00:00,SI POR LA UNIDAD POPULAR,2009-12-10T00:00:00,2011-09-06T00:00:00
HCDN0440,MACALUSE,EDUARDO GABRIEL,M,BUENOS AIRES,2007-12-10T00:00:00,2011-12-09T00:00:00,2007-12-19T00:00:00,2011-12-09T00:00:00,UNIDAD POPULAR,2011-09-07T00:00:00,2011-12-09T00:00:00
HCDN2402,Macha,Mónica,F,BUENOS AIRES,2017-12-10T00:00:00,2021-12-09T00:00:00,2017-12-06T00:00:00,2021-12-09T00:00:00,FRENTE PARA LA VICTORIA - PJ,2017-12-10T00:00:00,2019-12-09T00:00:00
HCDN2402,Macha,Mónica,F,BUENOS AIRES,2017-12-10T00:00:00,2021-12-09T00:00:00,2017-12-06T00:00:00,2021-12-09T00:00:00,FRENTE DE TODOS,2019-12-10T00:00:00,2021-12-09T00:00:00
HCDN1518,MACIAS,OSCAR ALBERTO,M,CORRIENTES,2015-12-10T00:00:00,2019-12-09T00:00:00,2015-12-04T00:00:00,2019-12-09T00:00:00,FRENTE PARA LA VICTORIA - PJ,2015-12-10T00:00:00,2016-02-10T00:00:00
HCDN1518,MACIAS,OSCAR ALBERTO,M,CORRIENTES,2015-12-10T00:00:00,2019-12-09T00:00:00,2015-12-04T00:00:00,2019-12-09T00:00:00,JUSTICIALISTA,2016-02-11T00:00:00,2019-12-09T00:00:00
HCDN1381,MADERA,TERESITA,F,LA RIOJA,2013-12-10T00:00:00,2017-12-09T00:00:00,2013-12-04T00:00:00,2017-12-09T00:00:00,FRENTE PARA LA VICTORIA - PJ,2013-12-10T00:00:00,2016-02-03T00:00:00
HCDN1381,MADERA,TERESITA,F,LA RIOJA,2013-12-10T00:00:00,2017-12-09T00:00:00,2013-12-04T00:00:00,2017-12-09T00:00:00,JUSTICIALISTA,2016-02-04T00:00:00,2017-12-09T00:00:00
HCDN1347,MAGARIO,VERONICA MARIA,F,BUENOS AIRES,2013-12-10T00:00:00,2017-12-09T00:00:00,2013-12-04T00:00:00,2015-12-09T00:00:00,FRENTE PARA LA VICTORIA - PJ,2013-12-10T00:00:00,2015-12-09T00:00:00
HCDN1184,MAJDALANI,SILVIA CRISTINA,F,BUENOS AIRES,2009-12-10T00:00:00,2013-12-09T00:00:00,2009-12-03T00:00:00,2013-12-09T00:00:00,PRO,2009-12-10T00:00:00,2013-12-09T00:00:00
HCDN1184,MAJDALANI,SILVIA CRISTINA,F,CIUDAD DE BUENOS AIRES,2013-12-10T00:00:00,2017-12-09T00:00:00,2013-12-04T00:00:00,2015-12-09T00:00:00,UNION PRO,2013-12-10T00:00:00,2015-12-09T00:00:00
HCDN1277,MALDONADO,VICTOR HUGO,M,CHACO,2011-12-10T00:00:00,2015-12-09T00:00:00,2011-12-06T00:00:00,2015-12-09T00:00:00,UCR,2011-12-10T00:00:00,2015-12-09T00:00:00
HCDN1185,MANSUR,RICARDO ALFREDO,M,MENDOZA,2009-12-10T00:00:00,2013-12-09T00:00:00,2009-12-03T00:00:00,2011-12-09T00:00:00,UCR,2009-12-10T00:00:00,2011-12-09T00:00:00
HCDN2807,MANZI,RUBEN,M,CATAMARCA,2019-12-10T00:00:00,2023-12-09T00:00:00,2019-12-04T00:00:00,2023-12-09T00:00:00,COALICION CIVICA,2019-12-10T00:00:00,2023-12-09T00:00:00
HCDN1565,Maquieyra,Martín,M,LA PAMPA,2013-12-10T00:00:00,2017-12-09T00:00:00,2016-03-01T00:00:00,2017-12-09T00:00:00,UNION PRO,2016-03-01T00:00:00,2017-12-09T00:00:00
HCDN1565,Maquieyra,Martín,M,LA PAMPA,2017-12-10T00:00:00,2021-12-09T00:00:00,2017-12-06T00:00:00,2021-12-09T00:00:00,PRO,2017-12-10T00:00:00,2021-12-09T00:00:00
HCDN0768,MARCONATO,GUSTAVO ANGEL,M,SANTA FE,2007-12-10T00:00:00,2011-12-09T00:00:00,2007-12-05T00:00:00,2011-12-09T00:00:00,FRENTE PARA LA VICTORIA - PJ,2007-12-10T00:00:00,2011-12-09T00:00:00
HCDN1424,MARCOPULOS,JUAN FERNANDO,M,CORRIENTES,2011-12-10T00:00:00,2015-12-09T00:00:00,2013-12-04T00:00:00,2015-12-09T00:00:00,FRENTE PARA LA VICTORIA - PJ,2013-12-10T00:00:00,2015-12-09T00:00:00
HCDN1505,MARCUCCI,HUGO MARIA,M,SANTA FE,2015-12-10T00:00:00,2019-12-09T00:00:00,2015-12-04T00:00:00,2019-12-09T00:00:00,UCR,2015-12-10T00:00:00,2019-12-09T00:00:00
HCDN2848,MARQUEZ,CLAUDIA GABRIELA,F,CORDOBA,2017-12-10T00:00:00,2021-12-09T00:00:00,2019-12-19T00:00:00,2021-12-09T00:00:00,CORDOBA FEDERAL,2019-12-19T14:46:13,2021-12-09T00:00:00
HCDN2403,Martiarena,José Luis,M,JUJUY,2017-12-10T00:00:00,2021-12-09T00:00:00,2017-12-06T00:00:00,2021-12-09T00:00:00,JUSTICIALISTA,2017-12-10T00:00:00,2019-12-09T00:00:00
HCDN2403,Martiarena,José Luis,M,JUJUY,2017-12-10T00:00:00,2021-12-09T00:00:00,2017-12-06T00:00:00,2021-12-09T00:00:00,FRENTE DE TODOS,2019-12-10T00:00:00,2021-12-09T00:00:00
HCDN1036,MARTIARENA,MARIO HUMBERTO,M,JUJUY,2007-12-10T00:00:00,2011-12-09T00:00:00,2007-12-05T00:00:00,2011-12-09T00:00:00,FRENTE PARA LA VICTORIA - PJ,2007-12-10T00:00:00,2009-08-11T00:00:00
HCDN1036,MARTIARENA,MARIO HUMBERTO,M,JUJUY,2007-12-10T00:00:00,2011-12-09T00:00:00,2007-12-05T00:00:00,2011-12-09T00:00:00,NO INTEGRA BLOQUE,2009-08-12T00:00:00,2009-09-08T00:00:00
HCDN1036,MARTIARENA,MARIO HUMBERTO,M,JUJUY,2007-12-10T00:00:00,2011-12-09T00:00:00,2007-12-05T00:00:00,2011-12-09T00:00:00,PERONISMO JUJEÑO,2009-09-09T00:00:00,2011-12-09T00:00:00
HCDN2764,MARTIN,JUAN,M,SANTA FE,2019-12-10T00:00:00,2023-12-09T00:00:00,2019-12-04T00:00:00,2023-12-09T00:00:00,UCR,2019-12-10T00:00:00,2023-12-09T00:00:00
HCDN1498,MARTINEZ,ANA LAURA,F,SANTA FE,2015-12-10T00:00:00,2019-12-09T00:00:00,2015-12-04T00:00:00,2017-12-07T00:00:00,UNION PRO,2015-12-10T00:00:00,2017-12-07T00:00:00
HCDN1562,MARTINEZ,DARIO,M,NEUQUEN,2013-12-10T00:00:00,2017-12-09T00:00:00,2016-03-01T00:00:00,2017-12-09T00:00:00,FRENTE PARA LA VICTORIA - PJ,2016-03-01T00:00:00,2017-12-09T00:00:00
HCDN1562,MARTINEZ,DARIO,M,NEUQUEN,2017-12-10T00:00:00,2021-12-09T00:00:00,2017-12-06T00:00:00,2019-12-09T00:00:00,FRENTE PARA LA VICTORIA - PJ,2017-12-10T00:00:00,2019-12-09T00:00:00
HCDN1562,MARTINEZ,DARIO,M,NEUQUEN,2019-12-10T00:00:00,2023-12-09T00:00:00,2019-12-04T00:00:00,2023-12-09T00:00:00,FRENTE DE TODOS,2019-12-10T00:00:00,2023-12-09T00:00:00
HCDN2816,MARTINEZ,DOLORES,F,CIUDAD DE BUENOS AIRES,2019-12-10T00:00:00,2023-12-09T00:00:00,2019-12-04T00:00:00,2023-12-09T00:00:00,UCR,2019-12-10T00:00:00,2023-12-09T00:00:00
HCDN1186,MARTINEZ,ERNESTO FELIX,M,CORDOBA,2009-12-10T00:00:00,2013-12-09T00:00:00,2009-12-03T00:00:00,2013-12-09T00:00:00,FRENTE CIVICO - CORDOBA,2009-12-10T00:00:00,2013-12-09T00:00:00
HCDN2789,MARTINEZ,GERMAN PEDRO,M,SANTA FE,2019-12-10T00:00:00,2023-12-09T00:00:00,2019-12-04T00:00:00,2023-12-09T00:00:00,FRENTE DE TODOS,2019-12-10T00:00:00,2023-12-09T00:00:00
HCDN0770,MARTINEZ,JULIO CESAR,M,LA RIOJA,2009-12-10T00:00:00,2013-12-09T00:00:00,2009-12-03T00:00:00,2013-12-09T00:00:00,UCR,2009-12-10T00:00:00,2013-12-09T00:00:00
HCDN0770,MARTINEZ,JULIO CESAR,M,LA RIOJA,2013-12-10T00:00:00,2017-12-09T00:00:00,2013-12-04T00:00:00,2015-12-10T00:00:00,UCR,2013-12-10T00:00:00,2015-12-10T00:00:00
HCDN2776,MARTINEZ,MARIA ROSA,F,BUENOS AIRES,2019-12-10T00:00:00,2023-12-09T00:00:00,2019-12-04T00:00:00,2023-12-09T00:00:00,FRENTE DE TODOS,2019-12-10T00:00:00,2023-12-09T00:00:00
HCDN1408,MARTINEZ,OSCAR ANSELMO,M,TIERRA DEL FUEGO,2013-12-10T00:00:00,2017-12-09T00:00:00,2013-12-04T00:00:00,2017-12-09T00:00:00,MOVIMIENTO SOLIDARIO POPULAR,2013-12-10T00:00:00,2017-12-09T00:00:00
HCDN1278,MARTINEZ,OSCAR ARIEL,M,SANTA FE,2011-12-10T00:00:00,2015-12-09T00:00:00,2011-12-06T00:00:00,2015-12-09T00:00:00,FRENTE PARA LA VICTORIA - PJ,2011-12-10T00:00:00,2013-09-10T00:00:00
HCDN1278,MARTINEZ,OSCAR ARIEL,M,SANTA FE,2011-12-10T00:00:00,2015-12-09T00:00:00,2011-12-06T00:00:00,2015-12-09T00:00:00,FRENTE RENOVADOR,2013-09-11T00:00:00,2015-12-09T00:00:00
HCDN1525,MARTINEZ,SILVIA ALEJANDRA,F,JUJUY,2015-12-10T00:00:00,2019-12-09T00:00:00,2015-12-04T00:00:00,2019-12-09T00:00:00,UCR,2015-12-10T00:00:00,2019-12-09T00:00:00
HCDN1187,MARTINEZ,SOLEDAD,F,BUENOS AIRES,2009-12-10T00:00:00,2013-12-09T00:00:00,2009-12-03T00:00:00,2013-12-09T00:00:00,PRO,2009-12-10T00:00:00,2013-12-09T00:00:00
HCDN1187,MARTINEZ,SOLEDAD,F,BUENOS AIRES,2013-12-10T00:00:00,2017-12-09T00:00:00,2013-12-04T00:00:00,2017-12-09T00:00:00,UNION PRO,2013-12-10T00:00:00,2017-12-09T00:00:00
HCDN1355,MARTINEZ CAMPOS,GUSTAVO JOSE,M,CHACO,2013-12-10T00:00:00,2017-12-09T00:00:00,2013-12-04T00:00:00,2017-12-09T00:00:00,FRENTE PARA LA VICTORIA - PJ,2013-12-10T00:00:00,2016-02-03T00:00:00
HCDN1355,MARTINEZ CAMPOS,GUSTAVO JOSE,M,CHACO,2013-12-10T00:00:00,2017-12-09T00:00:00,2013-12-04T00:00:00,2017-12-09T00:00:00,JUSTICIALISTA,2016-02-04T00:00:00,2017-12-09T00:00:00
HCDN1032,MARTINEZ ODDONE,HERIBERTO AGUSTIN,M,CORDOBA,2007-12-10T00:00:00,2011-12-09T00:00:00,2007-12-05T00:00:00,2011-12-09T00:00:00,UCR,2007-12-10T00:00:00,2011-12-09T00:00:00
HCDN1511,MARTINEZ VILLADA,LEONOR MARIA,F,CORDOBA,2015-12-10T00:00:00,2019-12-09T00:00:00,2015-12-04T00:00:00,2019-12-09T00:00:00,COALICION CIVICA ARI - UNEN,2015-12-10T00:00:00,2016-02-03T00:00:00
HCDN1511,MARTINEZ VILLADA,LEONOR MARIA,F,CORDOBA,2015-12-10T00:00:00,2019-12-09T00:00:00,2015-12-04T00:00:00,2019-12-09T00:00:00,COALICION CIVICA,2016-02-04T00:00:00,2019-12-09T00:00:00
HCDN1511,MARTINEZ VILLADA,LEONOR MARIA,F,CORDOBA,2019-12-10T00:00:00,2023-12-09T00:00:00,2019-12-04T00:00:00,2023-12-09T00:00:00,COALICION CIVICA,2019-12-10T00:00:00,2023-12-09T00:00:00
HCDN2860,MARZIOTTA,GISELA,F,CIUDAD DE BUENOS AIRES,2017-12-10T00:00:00,2021-12-09T00:00:00,2020-01-29T00:00:00,2021-12-09T00:00:00,FRENTE DE TODOS,2020-01-29T00:00:00,2021-12-09T00:00:00
HCDN1473,MASIN,MARIA LUCILA,F,CHACO,2015-12-10T00:00:00,2019-12-09T00:00:00,2015-12-04T00:00:00,2019-12-09T00:00:00,FRENTE PARA LA VICTORIA - PJ,2015-12-10T00:00:00,2019-12-09T00:00:00
HCDN1473,MASIN,MARIA LUCILA,F,CHACO,2019-12-10T00:00:00,2023-12-09T00:00:00,2019-12-04T00:00:00,2023-12-09T00:00:00,FRENTE DE TODOS,2019-12-10T00:00:00,2023-12-09T00:00:00
HCDN1107,MASSA,SERGIO TOMAS,M,BUENOS AIRES,2013-12-10T00:00:00,2017-12-09T00:00:00,2013-12-04T00:00:00,2017-12-09T00:00:00,FRENTE RENOVADOR,2013-12-10T00:00:00,2015-12-09T00:00:00
HCDN1107,MASSA,SERGIO TOMAS,M,BUENOS AIRES,2013-12-10T00:00:00,2017-12-09T00:00:00,2013-12-04T00:00:00,2017-12-09T00:00:00,FEDERAL UNIDOS POR UNA NUEVA ARGENTINA,2015-12-10T00:00:00,2017-12-09T00:00:00
HCDN1107,MASSA,SERGIO TOMAS,M,BUENOS AIRES,2019-12-10T00:00:00,2023-12-09T00:00:00,2019-12-04T00:00:00,2023-12-09T00:00:00,FRENTE DE TODOS,2019-12-10T00:00:00,2023-12-09T00:00:00
HCDN1515,MASSEI,JUAN CARLOS,M,CORDOBA,2015-12-10T00:00:00,2019-12-09T00:00:00,2015-12-04T00:00:00,2015-12-10T00:00:00,FEDERAL UNIDOS POR UNA NUEVA ARGENTINA,2015-12-10T00:00:00,2015-12-10T00:00:00
HCDN1504,MASSETANI,VANESA LAURA,F,SANTA FE,2015-12-10T00:00:00,2019-12-09T00:00:00,2015-12-04T00:00:00,2019-12-09T00:00:00,FEDERAL UNIDOS POR UNA NUEVA ARGENTINA,2015-12-10T00:00:00,2019-12-09T00:00:00
HCDN1504,MASSETANI,VANESA LAURA,F,SANTA FE,2019-12-10T00:00:00,2023-12-09T00:00:00,2019-12-04T00:00:00,2023-12-09T00:00:00,FRENTE DE TODOS,2019-12-10T00:00:00,2023-12-09T00:00:00
HCDN1571,MASSO,FEDERICO AUGUSTO,M,TUCUMAN,2013-12-10T00:00:00,2017-12-09T00:00:00,2016-03-01T00:00:00,2017-12-09T00:00:00,LIBRES DEL SUR,2016-03-01T00:00:00,2017-12-09T00:00:00
HCDN1512,MASSOT,NICOLAS MARIA,M,CORDOBA,2015-12-10T00:00:00,2019-12-09T00:00:00,2015-12-04T00:00:00,2019-12-09T00:00:00,UNION PRO,2015-12-10T00:00:00,2017-12-09T00:00:00
HCDN1512,MASSOT,NICOLAS MARIA,M,CORDOBA,2015-12-10T00:00:00,2019-12-09T00:00:00,2015-12-04T00:00:00,2019-12-09T00:00:00,PRO,2017-12-10T00:00:00,2019-12-09T00:00:00
HCDN2391,Matzen,Lorena,F,RIO NEGRO,2017-12-10T00:00:00,2021-12-09T00:00:00,2017-12-06T00:00:00,2021-12-09T00:00:00,UCR,2017-12-10T00:00:00,2021-12-09T00:00:00
HCDN1362,MAZURE,LILIANA AMALIA,F,CIUDAD DE BUENOS AIRES,2013-12-10T00:00:00,2017-12-09T00:00:00,2013-12-04T00:00:00,2017-12-09T00:00:00,FRENTE PARA LA VICTORIA - PJ,2013-12-10T00:00:00,2017-12-09T00:00:00
HCDN1188,MAZZARELLA,SUSANA DEL VALLE,F,CORDOBA,2009-12-10T00:00:00,2013-12-09T00:00:00,2009-12-03T00:00:00,2013-12-09T00:00:00,FRENTE CIVICO - CORDOBA,2009-12-10T00:00:00,2013-12-09T00:00:00
HCDN2392,Medina,Gladys,F,TUCUMAN,2017-12-10T00:00:00,2021-12-09T00:00:00,2017-12-06T00:00:00,2021-12-09T00:00:00,JUSTICIALISTA POR TUCUMAN,2017-12-10T00:00:00,2019-12-09T00:00:00
HCDN2392,Medina,Gladys,F,TUCUMAN,2017-12-10T00:00:00,2021-12-09T00:00:00,2017-12-06T00:00:00,2021-12-09T00:00:00,FRENTE DE TODOS,2019-12-10T00:00:00,2021-12-09T00:00:00
HCDN2393,Medina,Martín Nicolás,M,BUENOS AIRES,2017-12-10T00:00:00,2021-12-09T00:00:00,2017-12-06T00:00:00,2021-12-09T00:00:00,PRO,2017-12-10T00:00:00,2021-12-09T00:00:00
HCDN2433,Mendoza,Josefina,F,BUENOS AIRES,2017-12-10T00:00:00,2021-12-09T00:00:00,2017-12-06T00:00:00,2021-12-09T00:00:00,UCR,2017-12-10T00:00:00,2021-12-09T00:00:00
HCDN1279,MENDOZA,MAYRA SOLEDAD,F,BUENOS AIRES,2011-12-10T00:00:00,2015-12-09T00:00:00,2011-12-06T00:00:00,2015-12-09T00:00:00,FRENTE PARA LA VICTORIA - PJ,2011-12-10T00:00:00,2015-12-09T00:00:00
HCDN1279,MENDOZA,MAYRA SOLEDAD,F,BUENOS AIRES,2015-12-10T00:00:00,2019-12-09T00:00:00,2015-12-04T00:00:00,2019-12-09T00:00:00,FRENTE PARA LA VICTORIA - PJ,2015-12-10T00:00:00,2019-12-09T00:00:00
HCDN1189,MENDOZA,SANDRA MARCELA,F,CHACO,2009-12-10T00:00:00,2013-12-09T00:00:00,2009-12-03T00:00:00,2013-12-09T00:00:00,FRENTE PARA LA VICTORIA - PJ,2009-12-10T00:00:00,2013-12-09T00:00:00
